question_id,question_text,answer_text,is_correct
118,"Cum era organizat statul german în Epoca medievală?","regele, Curtea regală, Reichstagul",1
118,"Cum era organizat statul german în Epoca medievală?","regele și Curtea regală alcătuită din diferiți dregători",0
119,"Care influențe au stat la baza dreptului german?","normele dreptului canonic și influențele feudalismului",0
119,"Care influențe au stat la baza dreptului german?","cutumele locale care au fost codificate treptat",0
119,"Care influențe au stat la baza dreptului german?","normele dreptului obișnuielnic, dreptului roman, canonic și dreptului feudal",1
120,"Ce este o normă morală?","ansamblu de idei și percepții lăuntrice caracteristice fiecărui om în parte care determină adoptarea unui anumit comportament ",0
120,"Ce este o normă morală?","ansamblu de idei, precepte, reguli cu privire la bine și la rău, corect și incorect, just și injust",1
120,"Ce este o normă morală?","standard de comportament impus de organizațiile religioase, culturale",0
121," Cum se caracterizează sancțiunile în cazul normelor morale și normelor juridice?","dreptului îi sunt caracteristice sancțiunile de ordin fizic, iar normelor morale le sunt caracteristice sancțiunile de altă natură",0
121," Cum se caracterizează sancțiunile în cazul normelor morale și normelor juridice?","normele morale și normele juridice instituie coercițiuni fizice și sancțiuni de altă natură",0
121," Cum se caracterizează sancțiunile în cazul normelor morale și normelor juridice?","moralei îi sunt caracteristice sancțiunile psihologice și sociale, pe când sancțiunile normelor de drept se bazează pe ideea de constrângere exterioară și de pedeapsă",1
122,"Ce principii se aflau la baza răspunderii pentru infracțiune?","principiul răspunderii personale şi al vinovăţiei",1
122,"Ce principii se aflau la baza răspunderii pentru infracțiune?","gravitatea faptei săvârșite",0
122,"Ce principii se aflau la baza răspunderii pentru infracțiune?","principiul răspunderii colective",0
123,"Care erau fazele procesului penal?","judecata în fața curții de jurați și a judecătorului și emiterea sentinței",0
123,"Care erau fazele procesului penal?","anchetarea și dezbaterile judiciare",1
123,"Care erau fazele procesului penal?","audierea de către principe și judecata în fața judecătorului",0
124,"Cine înfăptuia justiția?","existau instanţe judecătoreşti de rang superior, inferior, instanţe speciale orăşeneşti şi nu în ultimul rând instanţe bisericeşti",1
124,"Cine înfăptuia justiția?","regele exercita dreptul absolut de a judeca",0
124,"Cine înfăptuia justiția?","justiția era înfăptuită de către monarh și Tribunalul imperial",0
125,"Prin ce se caracteriza statul arab preislamic?","existența numeroaselor triburi arabe și declanșarea procesului de descompunere a orânduirii gentilice și de dezvoltare a proprietății private",1
125,"Prin ce se caracteriza statul arab preislamic?","declanșarea procesului de unire a triburilor arabe ",0
125,"Prin ce se caracteriza statul arab preislamic?","războaie de cucerire",0
126,"Ce a stat la baza creării statului arab unificat?","unirea triburilor arabe",0
126,"Ce a stat la baza creării statului arab unificat?","crearea unei noi religii, cea islamică, de către propovăduitorul Mahomed ce a creat Coranul",0
126,"Ce a stat la baza creării statului arab unificat?","unificare triburilor arabe în contextul propovăduirii islamismului",1
127,"Cum se caracteriza politica externă a statului arab?","promovarea unei politici pașnice de stabilire a legăturilor militare și economice",0
127,"Cum se caracteriza politica externă a statului arab?","ducerea ,,războiului sfânt” care a determinat cucerirea nenumăratelor teritorii și crearea Califatului arab",1
127,"Cum se caracteriza politica externă a statului arab?","încheierea tratatelor cu orașele cucerite prin care locuitorilor le era garantată libertatea personală și a cultului",0
128,"Ce reprezintă principiile fundamentale ale dreptului?","idei de bază care călăuzesc activitatea unei ramuri de drept ",0
128,"Ce reprezintă principiile fundamentale ale dreptului?","reguli ce guvernează procesul de legiferare",0
128,"Ce reprezintă principiile fundamentale ale dreptului?","prescripții esențiale care călăuzesc activitatea de creare și de aplicare a dreptului",1
129,"Cum se caracteriza structura socială a Califatului arab?","existau următoarele pături sociale: musulmanii cuceritori, musulmanii cuceriți, sclavii",1
129,"Cum se caracteriza structura socială a Califatului arab?","musulmani, reprezentanții altor religii și sclavii",0
129,"Cum se caracteriza structura socială a Califatului arab?","societate era împărțită în patru categorii: categoria dominantă, categoria convertițlor la islamism, protejații și robii",0
130,"Ce sunt axiomele?","subiect, obiect sau comportament care este interzis sau considerat sacru și inviolabil într-o anumită cultură sau societate",0
130,"Ce sunt axiomele?","adevăruri fundamentale admise fără demonstrație, fiind evidente prin ele însele",1
130,"Ce sunt axiomele?","adevăruri ce sunt admise doar după demonstrarea acestora prin mijloace tehnico-științifice unanim recunoscute",0
131,"Cum era organizată structura statală a Califatului arab?","Califul deținea autoritatea supremă, dar putea delega conducerea social-administrativă unui vizir, cea judecătorească - unui judecător, iar cea militară - unui general ",1
131,"Cum era organizată structura statală a Califatului arab?","Califul era principala figură religioasă în sat (“locțiitor al trimisului lui Dumnezeu”), celelalte funcții în stat fiind exercitate de persoane special desemnate",0
131,"Cum era organizată structura statală a Califatului arab?","Califul deținea autoritatea supremă în toate domeniile",0
132,"Cum pot fi clasificate principiile interne ale dreptului?","principii interramurale și ramurale",0
132,"Cum pot fi clasificate principiile interne ale dreptului?","principii generale și speciale",0
132,"Cum pot fi clasificate principiile interne ale dreptului?","principii fundamentale, interramurale, ramurale",1
133,"Pe seama cui era pusă administrarea justiției?","judecata era puternic influențată de religie și era în competența celei mai importante figuri religioase în stat - califul",0
133,"Pe seama cui era pusă administrarea justiției?","judecata fiind chestiune religioasă a fost încredințată de calif sau de vizirul lui unuia din membrii corpului de învățați cunoscători ai dreptului canonic care devenea astfel “judecător”",1
133,"Pe seama cui era pusă administrarea justiției?","judecata era pusă în seama persoanelor celor mai devotate islamismului",0
134,"Prin ce se caracterizează dreptul musulman?","printr-un ansamblu sistematic organizat de legi și de practici juridice",0
134,"Prin ce se caracterizează dreptul musulman?","printr-un ansamblu de legi, practici judiciare, prescripții etice de comportare socială, de igienă, ritual religios",1
134,"Prin ce se caracterizează dreptul musulman?","printr-un ansamblu sistematic de reguli referitoare la organizarea vieții religioase",0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?","principiul pluralismului politic",0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?","principiul separației puterilor în stat",0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?",legalitate,0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?",libertate,0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?",egalitate,0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?",fraternitate,1
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?",echitate,0
135,"Care dintre acestea principii nu face parte din categoria principiilor fundamentale de drept?","principiul responsabilității",0
136,"Ce populație a locuit pe teritoriul României în antichitate?","celții",0
136,"Ce populație a locuit pe teritoriul României în antichitate?",geto-dacii,1
136,"Ce populație a locuit pe teritoriul României în antichitate?",mongolii,0
136,"Ce populație a locuit pe teritoriul României în antichitate?",germanii,0
137,"Prin ce se caracterizează principiul pluralismului politic?","sistem politic în cadrul căruia puterea se exercită prin organizații social-politice și alte formațiuni obștești, care cooperează și se echilibrează unele pe altele ",1
137,"Prin ce se caracterizează principiul pluralismului politic?","existența mai multor partide politice care se formează și își desfășoară activitatea  în condiții de inegalitate juridică",0
137,"Prin ce se caracterizează principiul pluralismului politic?","concentrarea puterii statale în mâinile unei singure persoane",0
138,"Care a fost impactul cuceririi romane asupra Daciei?","A dus la o regresie economică și culturală",0
138,"Care a fost impactul cuceririi romane asupra Daciei?","A favorizat dezvoltarea unor relații sociale noi și avansate",1
138,"Care a fost impactul cuceririi romane asupra Daciei?","A dus la distrugerea completă a culturii dacice",0
138,"Care a fost impactul cuceririi romane asupra Daciei?","Nu a avut niciun efect asupra societății locale",0
139,"Ce finalități NU caracterizează rolul și scopul dreptului?","conservarea, apărarea și garantarea valorilor fundamentale ale societății",0
139,"Ce finalități NU caracterizează rolul și scopul dreptului?","asigurarea bunăstării persoanelor ce se află la conducere",1
139,"Ce finalități NU caracterizează rolul și scopul dreptului?","asigurarea progresului social și a echilibrului în relațiile interumane",0
139,"Ce finalități NU caracterizează rolul și scopul dreptului?","promovarea libertății, dreptății și justiției",0
140,"Care era caracteristica principală a statului geto-dac?","Sclavagismul clasic, ca la romani și greci",0
140,"Care era caracteristica principală a statului geto-dac?","Regalitate ereditară și influență religioasă puternică",1
140,"Care era caracteristica principală a statului geto-dac?","O democrație participativă avansată",0
140,"Care era caracteristica principală a statului geto-dac?","O republică aristocratică",0
141,"Ce sunt funcțiile dreptului?","acțiuni ale mecanismului juridic, care prin mijloace adecvate contribuie la realizarea scopului dreptului în conformitate cu interesele generale ale comunității umane",1
141,"Ce sunt funcțiile dreptului?","activități desfășurate de către organele de stat în vederea asigurării supremației legii în stat ",0
141,"Ce sunt funcțiile dreptului?","acțiuni complexe care contribuie la protejarea statului ",0
142,"Cine a fost regele dac care a unificat triburile dacice într-un stat puternic?",Decebal,0
142,"Cine a fost regele dac care a unificat triburile dacice într-un stat puternic?",Burebista,1
142,"Cine a fost regele dac care a unificat triburile dacice într-un stat puternic?",Oroles,0
142,"Cine a fost regele dac care a unificat triburile dacice într-un stat puternic?",Rubbobostes,0
143,"La ce se referă funcția dreptului de instituționalizare sau formalizare juridică a organizării social-politice?","crearea câtor mai multe organe de stat pentru exercitarea unui control mai eficient a statului asupra societății",0
143,"La ce se referă funcția dreptului de instituționalizare sau formalizare juridică a organizării social-politice?","crearea unei legislații unice care ar reglementa activitatea tuturor organelor de stat și subiecților ce o exercită",0
143,"La ce se referă funcția dreptului de instituționalizare sau formalizare juridică a organizării social-politice?","adoptarea unor legi cât mai clare, accesibile și previzibile pentru a spori funcționalitatea puterilor principale în stat",1
144,"Ce rol aveau ghicitorii în societatea geto-dacă?","Administrau justiția și judecau vinovații",1
144,"Ce rol aveau ghicitorii în societatea geto-dacă?","Erau doar simpli sfătuitori ai regelui",0
144,"Ce rol aveau ghicitorii în societatea geto-dacă?","Se ocupau exclusiv de ceremonii religioase",0
144,"Ce rol aveau ghicitorii în societatea geto-dacă?","Nu aveau nicio influență asupra societății",0
145,"În ce constă funcția normativă a dreptului?","instituirea normelor de drept care prescriu conduita-tip pentru organele satului, organizațiile obștești și cetățeni și vegherea asupra respectării acestora",1
145,"În ce constă funcția normativă a dreptului?","instituirea normelor de drept care să reglementeze activitatea aparatului de stat",0
145,"În ce constă funcția normativă a dreptului?","emiterea câtor mai multe acte normative care vor reglementa conduita persoanelor în raport cu aparatul de stat",0
146,"Cum a fost împărțită administrativ provincia Dacia în timpul împăratului Hadrian?"," În două părți: Dacia Apulensis și Dacia Malvensis",0
146,"Cum a fost împărțită administrativ provincia Dacia în timpul împăratului Hadrian?","În trei părți: Dacia Superior, Dacia Inferior și Dacia Porolissensis",1
146,"Cum a fost împărțită administrativ provincia Dacia în timpul împăratului Hadrian?","În patru părți: Dacia Traiană, Dacia Apulensis, Dacia Inferior și Dacia Porolissensis",0
146,"Cum a fost împărțită administrativ provincia Dacia în timpul împăratului Hadrian?"," Într-o singură provincie unită, fără subdiviziuni",0
147,"Care erau principalele surse de venit ale provinciei Dacia?","Comerțul maritim și agricultura",0
147,"Care erau principalele surse de venit ale provinciei Dacia?","Taxele pentru folosirea drumurilor și veniturile din exploatările miniere",0
147,"Care erau principalele surse de venit ale provinciei Dacia?","Domeniile publice, impozitele directe și indirecte, monopolurile și taxele extraordinare",1
148,"Ce erau tripticelele sau tăblițele cerate din Transilvania?","Documente oficiale emise de împărat pentru administrarea Daciei",0
148,"Ce erau tripticelele sau tăblițele cerate din Transilvania?","Plăci cerate folosite de daci pentru a-și înregistra legile orale",0
148,"Ce erau tripticelele sau tăblițele cerate din Transilvania?","Documente epigrafice ce conțin contracte și acte juridice din Dacia romană",1
148,"Ce erau tripticelele sau tăblițele cerate din Transilvania?","Manuscrise religioase descoperite în templele dacice",0
149,"Care era rolul Adunării megieșilor în cadrul obștii?","Să aleagă juzii",0
149,"Care era rolul Adunării megieșilor în cadrul obștii?","Să rezolve toate problemele obștii",1
149,"Care era rolul Adunării megieșilor în cadrul obștii?","Să asigure apărarea față de străini",0
149,"Care era rolul Adunării megieșilor în cadrul obștii?","Să formeze norme de organizare militară",0
150,"Care dintre următoarele atribuții erau ale oamenilor buni și bătrâni?","Organizarea apărării",0
150,"Care dintre următoarele atribuții erau ale oamenilor buni și bătrâni?","Atribuții judecătorești",1
150,"Care dintre următoarele atribuții erau ale oamenilor buni și bătrâni?","Alegerea șefilor de gospodării",0
150,"Care dintre următoarele atribuții erau ale oamenilor buni și bătrâni?","Rezolvarea conflictelor externe",0
151,"Ce reglementa „Legea ţării” la români?","Doar relațiile de proprietate",0
151,"Ce reglementa „Legea ţării” la români?","Relațiile dintre membrii obștii și dintre obști",1
151,"Ce reglementa „Legea ţării” la români?","Doar apărarea vieții",0
151,"Ce reglementa „Legea ţării” la români?","Numai conducerea politică",0
152,"Care dintre următoarele nu face parte din domeniul reglementat de „Legea ţării” la români?","Apărarea credinței",0
152,"Care dintre următoarele nu face parte din domeniul reglementat de „Legea ţării” la români?","Asigurarea liniștii publice",0
152,"Care dintre următoarele nu face parte din domeniul reglementat de „Legea ţării” la români?","Politica externă",1
152,"Care dintre următoarele nu face parte din domeniul reglementat de „Legea ţării” la români?","Protejarea demnității membrilor obștii",0
153,"Cum a fost considerat sistemul electivo-ereditar de către stările sociale din Ţara Românească şi Moldova în Evul Mediu?",Neligitim,0
153,"Cum a fost considerat sistemul electivo-ereditar de către stările sociale din Ţara Românească şi Moldova în Evul Mediu?",Legiuit,1
153,"Cum a fost considerat sistemul electivo-ereditar de către stările sociale din Ţara Românească şi Moldova în Evul Mediu?",Abuziv,0
153,"Cum a fost considerat sistemul electivo-ereditar de către stările sociale din Ţara Românească şi Moldova în Evul Mediu?",Provizoriu,0
154,"Care dintre următoarele grupuri nu era implicat în adeziunea la sistemul electivo-ereditar din Ţara Românească şi Moldova?",Domnii,0
154,"Care dintre următoarele grupuri nu era implicat în adeziunea la sistemul electivo-ereditar din Ţara Românească şi Moldova?",Boierii,0
154,"Care dintre următoarele grupuri nu era implicat în adeziunea la sistemul electivo-ereditar din Ţara Românească şi Moldova?","Maselor de țărani",1
154,"Care dintre următoarele grupuri nu era implicat în adeziunea la sistemul electivo-ereditar din Ţara Românească şi Moldova?","Boierii mici",0
155,"Care era principalul obstacol în calea transformării economiei medievale într-o economie de schimb?","Lipsa de terenuri fertile",0
155,"Care era principalul obstacol în calea transformării economiei medievale într-o economie de schimb?","Tipul de proprietate medievală, care era impropriu pentru economia de schimb",1
155,"Care era principalul obstacol în calea transformării economiei medievale într-o economie de schimb?","Lipsa unei monede stabile",0
155,"Care era principalul obstacol în calea transformării economiei medievale într-o economie de schimb?","Înclinația producătorilor pentru autarhie",0
156,"A apărut o clasă de proprietari absoluți și o clasă de tehnobirocrați"," S-au înmulțit producătorii direcți",0
156,"A apărut o clasă de proprietari absoluți și o clasă de tehnobirocrați"," S-a înlăturat orice diferență socială",0
156,"A apărut o clasă de proprietari absoluți și o clasă de tehnobirocrați"," S-au extins privilegiile nobiliare",0
156,"A apărut o clasă de proprietari absoluți și o clasă de tehnobirocrați","A apărut o clasă de proprietari absoluți și o clasă de tehnobirocrați",1
157,"ce dificultăți au întâmpinat producătorii direcți în perioada respectivă?","S-au confruntat cu o creștere a taxelor impuse de stat",0
157,"ce dificultăți au întâmpinat producătorii direcți în perioada respectivă?","Războaiele constante și perceperea birurilor agravau situația lor materială",1
157,"ce dificultăți au întâmpinat producătorii direcți în perioada respectivă?","Producția lor a fost înlocuită complet de industria manufacturieră",0
157,"ce dificultăți au întâmpinat producătorii direcți în perioada respectivă?","Ei erau pe cale de a deveni mari proprietari funciari",0
158,"Care a fost rezultatul extinderii marilor latifundii în perioada respectivă?","Creșterea numărului de țărani liberi",0
158,"Care a fost rezultatul extinderii marilor latifundii în perioada respectivă?","Reducerea numărului de zile de clacă",0
158,"Care a fost rezultatul extinderii marilor latifundii în perioada respectivă?","Creșterea producției pentru piața internă și externă",1
158,"Care a fost rezultatul extinderii marilor latifundii în perioada respectivă?","Extinderea sectorului agricol de stat",0
159,"Ce rol a avut revoluția de la 1848 în Ţările Române?","A introdus o nouă formă de conducere militară",0
159,"Ce rol a avut revoluția de la 1848 în Ţările Române?","A promovat principiile democratice și a înlăturat dominația străină",1
159,"Ce rol a avut revoluția de la 1848 în Ţările Române?"," A adus un nou sistem de agricultură feudală",0
159,"Ce rol a avut revoluția de la 1848 în Ţările Române?","A dus la slăbirea relațiilor comerciale cu străinătatea",0
160,"Ce caracter avea Proclamația de la Islaz?","A fost un act religios",0
160,"Ce caracter avea Proclamația de la Islaz?","A avut caracterul unui act constituțional",1
160,"Ce caracter avea Proclamația de la Islaz?","A fost un manifest economic",0
160,"Ce caracter avea Proclamația de la Islaz?","A fost un document informal al unui lider local",0
161,"Care a fost obiectivul principal al Revoluției de la 1848 în România?","Doar eliberarea națională",0
161,"Care a fost obiectivul principal al Revoluției de la 1848 în România?","Realizarea unirii Principatelor și modernizarea statului",1
161,"Care a fost obiectivul principal al Revoluției de la 1848 în România?","Crearea unui stat independent față de Imperiul Otoman",0
161,"Care a fost obiectivul principal al Revoluției de la 1848 în România?","Demiterea domnitorilor din toate principatele",0
162,"Care tratat a pus capăt războiului Crimeii și a influențat organizarea Principatelor Române?","Tratatul de la Versailles",0
162,"Care tratat a pus capăt războiului Crimeii și a influențat organizarea Principatelor Române?","Tratatul de la Paris din 1856",1
162,"Care tratat a pus capăt războiului Crimeii și a influențat organizarea Principatelor Române?","Tratatul de la Trianon",0
162,"Care tratat a pus capăt războiului Crimeii și a influențat organizarea Principatelor Române?","Tratatul de la Yalta",0
163,"Ce prevedea Convenția de la Paris referitoare la Principatele Române?","Unirea completă a Moldovei și Valahiei sub un singur domn",0
163,"Ce prevedea Convenția de la Paris referitoare la Principatele Române?","Menținerea organizării separate a fiecărui principat",1
163,"Ce prevedea Convenția de la Paris referitoare la Principatele Române?","Crearea unui singur guvern pentru întreaga regiune",0
163,"Ce prevedea Convenția de la Paris referitoare la Principatele Române?","Eliminarea completă a suzeranității Porții",0
164,"Care  îi definiția Dreptului Constituțional?","Dreptul constituțional reglementează exclusiv relațiile comerciale și contractele între cetățeni.",0
164,"Care  îi definiția Dreptului Constituțional?","Normele constituționale nu au nicio legătură cu organizarea statului sau garantarea drepturilor fundamentale.",0
164,"Care  îi definiția Dreptului Constituțional?","Dreptul constituțional este o ramură a dreptului care se ocupă doar de aplicarea sancțiunilor juridice.",0
164,"Care  îi definiția Dreptului Constituțional?","Dreptul constituțional reglementează relațiile sociale fundamentale legate de organizarea și exercitarea puterii de stat, forma de guvernământ și garantarea drepturilor fundamentale.",1
165,"Care este scopul normei juridice?","a stabili o anumită ordine socială acceptată de către colectivitate și a exclude starea de anarhie",1
165,"Care este scopul normei juridice?","a limita acțiunile omului care pun în pericol puterea de stat",0
165,"Care este scopul normei juridice?","de a promova ideea de egalitate între indivizi",0
166,"Ce reformă importantă a fost adoptată la 14 august 1864?","Codul de procedură penală",0
166,"Ce reformă importantă a fost adoptată la 14 august 1864?","Legea agrară care acorda Țăranilor drept de proprietate asupra terenurilor",1
166,"Ce reformă importantă a fost adoptată la 14 august 1864?","Legea privind organizarea armatei",0
166,"Ce reformă importantă a fost adoptată la 14 august 1864?","Codul civil",0
167,"Ce reprezintă instiuțiile politice și care este activitatea lor?","Instituțiile politice prezintă un ansamblu de reguli de conduita care au același obiect de reglementare cu aceleași funcții care cuprinde un tot întreg. Principala lor activitate este cea a puterii politice: organizarea, transmiterea, exercitarea și legitimarea ei.",1
167,"Ce reprezintă instiuțiile politice și care este activitatea lor?","Instituțiile politice prezintă un ansamblu de reguli de conduita care au același obiect de reglementare cu aceleași funcții care cuprinde un tot întreg  și principala lor activitate constă în gestionare puterii economice și astfel relațiile comerciale între state",0
167,"Ce reprezintă instiuțiile politice și care este activitatea lor?","nstituțiile politice prezintă un ansamblu de reguli de conduita care auobiecte diferite  de reglementare cu aceleași funcții care cuprinde un tot întreg. Principala lor activitate este cea a puterii politice: organizarea, transmiterea, exercitarea și legitimarea ei.",0
167,"Ce reprezintă instiuțiile politice și care este activitatea lor?","Instituțiile politice prezintă un ansamblu de reguli de conduita care au același obiect de reglementare cu aceleași funcții care cuprinde un tot întreg. Principala lor activitate este cea a puterii politice:  delegitimarea,renunțarea ,retenția,  dezorganizarea,",0
168,"Care a fost principala cauză a abdicării lui Alexandru Ioan Cuza în 1866?","Conflictele externe cu Rusia",0
168,"Care a fost principala cauză a abdicării lui Alexandru Ioan Cuza în 1866?","Reformele interne și opoziția marilor proprietari funciari",1
168,"Care a fost principala cauză a abdicării lui Alexandru Ioan Cuza în 1866?","Neînțelegerile cu puterile europene",0
168,"Care a fost principala cauză a abdicării lui Alexandru Ioan Cuza în 1866?","Alegerea unui alt principe de origine străină",0
169,"Din ce se compune structura logico-juridică a normei juridice?","ipoteza, dispoziția și sancțiunea",1
169,"Din ce se compune structura logico-juridică a normei juridice?","circumstanțe atenuante și agravante",0
169,"Din ce se compune structura logico-juridică a normei juridice?","alineate, litere, puncte",0
170,"Ce prevedea Constituția din 1866 în privința organizării teritoriale a României?","Teritoriul era împărțit în regiuni și orașe",0
170,"Ce prevedea Constituția din 1866 în privința organizării teritoriale a României?","Teritoriul era împărțit în județe, județele în plăși, iar plășile în comune",1
170,"Ce prevedea Constituția din 1866 în privința organizării teritoriale a României?","România avea un sistem administrativ unitar, fără județe",0
170,"Ce prevedea Constituția din 1866 în privința organizării teritoriale a României?","Teritoriul era împărțit pe baze etnice",0
171,"La ce se referă structura tehnico-juridică a normei juridice?","la metodele de adoptare a acestora",0
171,"La ce se referă structura tehnico-juridică a normei juridice?","la forma exterioară de exprimare a conținutului și a structurii logice a normelor juridice",1
171,"La ce se referă structura tehnico-juridică a normei juridice?","ipoteza, dispoziția și sancțiunea",0
172,"Ce prevedea Codul penal adoptat în perioada domniei lui Alexandru Ioan Cuza?","Infractorii nu puteau fi pedepsiți retroactiv",1
172,"Ce prevedea Codul penal adoptat în perioada domniei lui Alexandru Ioan Cuza?","Legea penală avea putere retroactivă",0
172,"Ce prevedea Codul penal adoptat în perioada domniei lui Alexandru Ioan Cuza?","Infracțiunile erau împărțite în crime și contravenții",0
172,"Ce prevedea Codul penal adoptat în perioada domniei lui Alexandru Ioan Cuza?","Nu existau pedepse pentru infracțiuni minore",0
173,"Care sunt elementele a unui  raportului juridic?","Subiecții raportului juridic, sancțiunile și durata contractului.",0
173,"Care sunt elementele a unui  raportului juridic?","Subiecții raportului juridic, conținutul raportului juridic și obiectivul raportului juridic.",1
173,"Care sunt elementele a unui  raportului juridic?","Drepturile fundamentale, legile internaționale și normele morale.",0
173,"Care sunt elementele a unui  raportului juridic?","Autoritățile statale, instanțele judecătorești și Codul civil.",0
174,"Cum se clasifică normele juridice în funcție de sfera de aplicare?","generale și speciale",0
174,"Cum se clasifică normele juridice în funcție de sfera de aplicare?","generale, speciale, de excepție",1
174,"Cum se clasifică normele juridice în funcție de sfera de aplicare?","generale, speciale, supletive",0
175,"Cum a fost considerată politica ţarismului în primii douăzeci de ani de guvernare a Basarabiei?","Destrăbălare",0
175,"Cum a fost considerată politica ţarismului în primii douăzeci de ani de guvernare a Basarabiei?",Autonomie,1
175,"Cum a fost considerată politica ţarismului în primii douăzeci de ani de guvernare a Basarabiei?",Imperialism,0
175,"Cum a fost considerată politica ţarismului în primii douăzeci de ani de guvernare a Basarabiei?","Izolaționism",0
176,"Care sunt subiecții a raportului juridic constituțional?","Poporul, Statul, Organele statului, Partidele, formațiunile politice, alte organizații, Cetățenii,Cetățenii străini sau apatrizii.",1
176,"Care sunt subiecții a raportului juridic constituțional?","Doar poporul și statul, deoarece alte entități nu pot avea calitatea de subiect.",0
176,"Care sunt subiecții a raportului juridic constituțional?","Poporul, statul, organele statului, partidele și formațiunile politice, cetățenii și cetățenii străini",0
176,"Care sunt subiecții a raportului juridic constituțional?","Exclusiv organele statului și partidele politice, deoarece ele exercită puterea în mod direct",0
177,"Ce reglementează normele de drept constituțional?","Exclusiv relațiile comerciale dintre cetățeni și instituțiile private.",0
177,"Ce reglementează normele de drept constituțional?","Conduita oamenilor în relațiile sociale fundamentale ce apar în procesul instaurării, menținerii și exercitării puterii de stat.",1
177,"Ce reglementează normele de drept constituțional?","Doar activitatea guvernului, fără a avea legătură cu cetățenii sau alte instituții.",0
177,"Ce reglementează normele de drept constituțional?","Normele morale și obiceiurile sociale, fără a avea efect juridic.",0
178,"Cine a fost numit guvernator civil al Basarabiei în 1812?","I.M. Garting",0
178,"Cine a fost numit guvernator civil al Basarabiei în 1812?","Scarlat Sturza",1
178,"Cine a fost numit guvernator civil al Basarabiei în 1812?","Contele  Voronțov",0
178,"Cine a fost numit guvernator civil al Basarabiei în 1812?",Ciceagov,0
179,"Ce categorie socială a fost considerată egală cu țăranii conform legii din 1826?",Boierii,0
179,"Ce categorie socială a fost considerată egală cu țăranii conform legii din 1826?","Coloniștii străini",0
179,"Ce categorie socială a fost considerată egală cu țăranii conform legii din 1826?","Ruptășii",1
179,"Ce categorie socială a fost considerată egală cu țăranii conform legii din 1826?",Mazilii,0
180,"Ce reprezintă izvoarele materiale ale dreptului?","Documente juridice oficiale care conțin exclusiv textul legii adoptate de parlament.",0
180,"Ce reprezintă izvoarele materiale ale dreptului?","Un sistem de factori sociali, politici, ideologici și materiale care influențează legiuitorul și determină crearea normelor juridice.",1
180,"Ce reprezintă izvoarele materiale ale dreptului?","Orice text scris care conține reguli, indiferent dacă are sau nu valoare juridică.",0
180,"Ce reprezintă izvoarele materiale ale dreptului?","Doar Constituția și tratatele internaționale, fără alte influențe sociale sau politice.",0
181,"Care era principalul principiu al organizării judecătorești în Rusia în comparație cu Moldova?","Separarea completă a administrației de justiție",0
181,"Care era principalul principiu al organizării judecătorești în Rusia în comparație cu Moldova?","Amestecul mai mare al administrației în chestiunile judecătorești",1
181,"Care era principalul principiu al organizării judecătorești în Rusia în comparație cu Moldova?","Păstrarea principiului medieval al judecătorilor pe stări doar în Moldova",0
181,"Care era principalul principiu al organizării judecătorești în Rusia în comparație cu Moldova?","Indiferentă față de separația puterilor",0
182,"Cum au fost tratați mazilii conform Regulamentului din 1818?","Au avut aceeași situație ca boierii",1
182,"Cum au fost tratați mazilii conform Regulamentului din 1818?","Nu au mai avut drepturi feudale",0
182,"Cum au fost tratați mazilii conform Regulamentului din 1818?","Au fost considerați țărani liberi",0
182,"Cum au fost tratați mazilii conform Regulamentului din 1818?","Au fost supuși pedepsei corporale",0
183,"Cum se împărțeau țăranii în Basarabia?","Între țărani liberi și nobili",0
183,"Cum se împărțeau țăranii în Basarabia?","Între țărani statului și țărani dependenți",1
183,"Cum se împărțeau țăranii în Basarabia?","Între țărani de pământ și țărani de muncă",0
183,"Cum se împărțeau țăranii în Basarabia?","Între țărani bogați și țărani săraci",0
184,"În ce cazuri legea poate fi retroactivă și ultraactivă?","legea poate fi retroactivă când se referă la situații după ieșirea ei din vigoare, iar ultraactivitatea se referă la cazuri existente până la adoptarea ei",0
184,"În ce cazuri legea poate fi retroactivă și ultraactivă?","retroactivitatea legii are loc atunci când legea se referă la cazuri existente până la adoptarea ei, doar ultraactivitatea  - la unele situații după ieșirea ei din vigoare",1
184,"În ce cazuri legea poate fi retroactivă și ultraactivă?","retroactivitatea și ultraaactivitatea sunt excepții care nu caracterizează acțiunea efectivă a legii în Republica Moldova",0
185,"Ce caracterizează izvoarele formale ale dreptului?","Sunt influențate exclusiv de factori sociali și economici, fără legătură cu organul emitent.",0
185,"Ce caracterizează izvoarele formale ale dreptului?","Sunt determinate de forma de adoptare și de organul emitent al normei juridice.",1
185,"Ce caracterizează izvoarele formale ale dreptului?","Se referă doar la documentele istorice care au influențat dezvoltarea dreptului.",0
185,"Ce caracterizează izvoarele formale ale dreptului?","Cuprind doar tradițiile și obiceiurile, fără a avea o bază legală clară",0
